Q12,Q14,Q10,Q16,Unnamed: 9,Unnamed: 10,Student Activity by Day in hours,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Avg course & student time &logins,Unnamed: 19,Unnamed: 20,Unnamed: 21,Student Activity by Item in the Course total time spent in hours,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Number of Times Accessed,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Initial Access Date/Time,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40
United Kingdom of Great Britain and Northern Ireland,2001,Male,CAH09-01	Mathematical sciences,160,02/10/23 - 08/10/23,0,0.5766666666666667,0,0,0,0,0,00:34:36,01:23:23,2,3,0,0.0013883333333333332,0,0,0.5672216666666667,0,0,2,0,0,3,0,,2023-10-03 15:07:43.799000,,,2023-10-03 15:07:46.982000,,
Egypt,2000,Male,CAH11-01	Computing,161,02/10/23 - 08/10/23,0,0.0025,0.000555,0,0,0,0,00:00:11,01:23:23,2,2,0,0.0008333333333333334,0,0,0,0,0,1,0,0,1,0,,2023-10-03 14:19:58.037000,,,2023-10-03 14:20:01.300000,,
Myanmar,1995,Male,CAH11-01	Computing,162,02/10/23 - 08/10/23,0,1.538611666666667,0,0,0,0,0,01:32:19,01:23:23,2,2,0,0.027778333333333332,0,0,0,0,0,3,0,0,1,0,,2023-10-03 21:29:47.933000,,,2023-10-03 23:04:19.809000,,
United Kingdom of Great Britain and Northern Ireland,1991,Male,CAH15-03	Politics,163,02/10/23 - 08/10/23,0,4.1188883333333335,0,0,0,0,0,04:07:08,01:23:23,4,7,0,0.6161116666666666,0,2.4127766666666663,1.0733333333333335,0,0,6,0,3,6,0,,2023-10-03 09:43:00.722000,,2023-10-03 09:48:34.491000,2023-10-03 09:43:03.520000,,
Sri Lanka,1994,Male,CAH11-01	Computing,164,02/10/23 - 08/10/23,0,0.48666666666666664,0,0,0,0,0,00:29:12,01:23:23,2,2,0,0.0027783333333333336,0,0,0.4825,0,0,1,0,0,1,0,,2023-10-03 14:14:57.359000,,,2023-10-03 14:15:07.356000,,
Turkey,1984,Male,CAH17-01	Business and management,165,02/10/23 - 08/10/23,1.1183333333333332,0.006390000000000001,0,0,0,0.0013883333333333332,0.025278333333333333,01:09:05,01:23:23,4,10,0,0.0027783333333333336,0,0.6463883333333335,0.47638833333333336,0,0,6,0,1,3,0,,2023-10-02 21:51:34.379000,,2023-10-02 22:19:18.023000,2023-10-02 21:51:36.342000,,
Malaysia,1998,Female,CAH17-01	Business and management,166,02/10/23 - 08/10/23,0,2.0186116666666667,0,0,0,0,0,02:01:07,01:23:23,2,2,0,0.0008333333333333334,0,0,2.0163883333333334,0,0,1,0,0,1,0,,2023-10-03 14:59:53.783000,,,2023-10-03 14:59:56.533000,,
Pakistan,1995,Male,CAH10-01	Engineering,167,02/10/23 - 08/10/23,0,0.005,0.03138833333333333,0,0,0,0,00:02:11,01:23:23,3,5,0,0.005278333333333333,0,0.0016666666666666668,0.011666666666666665,0,0,3,0,1,3,0,,2023-10-03 14:42:59.417000,,2023-10-03 14:42:52.967000,2023-10-03 14:43:06.883000,,
United Kingdom of Great Britain and Northern Ireland,2001,Female,CAH17-01	Business and management,168,02/10/23 - 08/10/23,0,0.17888833333333337,0,0,0,0,0,00:10:44,01:23:23,2,0,0,0.005833333333333333,0,0,0.005278333333333333,0,0,2,0,0,2,0,,2023-10-03 15:02:17.288000,,,2023-10-03 15:02:18.652000,,
Sweden,1977,Male,"CAH15-01	Sociology, social policy and anthropology",169,02/10/23 - 08/10/23,0.08777666666666666,2.1455566666666663,0,0,0,0,0,02:14:00,01:23:23,4,7,0,0.000555,0,0,2.14,0,0,2,0,0,1,0,,2023-10-02 16:32:52.328000,,,2023-10-03 14:43:27.806000,,
Pakistan,1987,Male,CAH11-01	Computing,170,02/10/23 - 08/10/23,0,0.7277783333333333,0,0,0,0,0,00:43:40,01:23:23,3,5,0,0.0027783333333333336,0,0.0036116666666666667,0.04,0,0,3,0,1,3,0,,2023-10-03 06:58:22.021000,,2023-10-03 07:00:06.284000,2023-10-03 06:58:24.950000,,
India,2001,Male,CAH10-01	Engineering,171,02/10/23 - 08/10/23,1.0658333333333334,1.384998333333333,0,0,0,0,0,02:27:02,01:23:23,5,13,0,0.0036100000000000004,0,0,0.15777833333333333,0,0,5,0,0,6,0,,2023-10-02 19:51:21.561000,,,2023-10-02 19:51:23.327000,,
Nigeria,2001,Male,"CAH26-01 Geography, earth and environmental studies",172,02/10/23 - 08/10/23,0,0.17083333333333334,0,0,0,0,0,00:10:15,01:23:23,3,3,0,0.0025,0,0.031111666666666666,0.11833333333333333,0,0,2,0,1,1,0,,2023-10-03 13:24:40.327000,,2023-10-03 13:24:46.724000,2023-10-03 13:26:44.394000,,
Viet Nam,1998,Male,CAH11-01	Computing,173,02/10/23 - 08/10/23,0,3.736111666666667,0,0,0,0,0,03:44:10,01:23:23,3,3,0,0.23916666666666667,0,0.00027833333333333334,2.5655550000000003,0,0,5,0,1,5,0,,2023-10-03 12:08:45.407000,,2023-10-03 15:48:52.284000,2023-10-03 12:08:49.067000,,
China,2002,Male,CAH11-01	Computing,174,02/10/23 - 08/10/23,0.5813883333333333,2.29,0.0025,0,0.0027783333333333336,0.006111666666666666,0,02:52:58,01:23:23,4,8,0,0.0027783333333333336,0,0,0.125555,0,0,3,0,0,3,0,,2023-10-03 14:28:03.678000,,,2023-10-03 14:28:07.200000,,
Nigeria,1996,Female,CAH17-01	Business and management,175,02/10/23 - 08/10/23,0,1.7,0.3425,0.5058333333333334,0,0.006666666666666667,0,02:33:18,01:23:23,2,7,0,0.07638833333333332,0,0,1.8183333333333331,0,0,5,0,0,4,0,,,2023-10-03 12:11:18.506000,,2023-10-03 14:23:07.526000,,
Nigeria,1980,Female,CAH09-01	Mathematical sciences,176,02/10/23 - 08/10/23,0,0.023055,0,0,0,0.0925,0,00:06:56,01:23:23,3,4,0,0.0008333333333333334,0,0,0,0,0,1,0,0,1,0,,2023-10-03 15:03:39.555000,,,2023-10-03 15:03:42.431000,,
Nigeria,2001,Female,CAH17-01	Business and management,177,02/10/23 - 08/10/23,0.08583333333333334,0.065,0,0,0,0,0.41750000000000004,00:34:06,01:23:23,3,11,0,0.28639,0,0.009721666666666665,0.09083333333333334,0,0,10,0,6,4,0,,2023-10-02 21:12:38.659000,,2023-10-02 21:12:40.959000,2023-10-02 21:14:04.458000,,
Australia,1977,Female,CAH16-01	Law,178,02/10/23 - 08/10/23,0,11.8625,0,0,0,0,0,11:51:45,01:23:23,11,15,0,1.9908333333333335,0,0,1.5983333333333334,0,0,14,0,0,5,1,,2023-10-03 11:31:37.342000,,,2023-10-03 11:31:40.637000,2023-10-10 14:54:28.684000,
United Kingdom of Great Britain and Northern Ireland,2001,Male,CAH11-01	Computing,179,02/10/23 - 08/10/23,0,2.7944450000000005,0.0033333333333333335,0,0,0,0,02:47:52,01:23:23,2,2,0,0.0027783333333333336,0,0,0.020278333333333332,0,0,2,0,0,2,0,,2023-10-03 12:03:11.823000,,,2023-10-03 12:03:19.438000,,
India,2000,Male,CAH10-01	Engineering,180,02/10/23 - 08/10/23,0,1.025,0.6063883333333333,0,0,0,0,01:37:53,01:23:23,4,5,0,0.000555,0,0,0.0011116666666666666,0,0,1,0,0,3,0,,2023-10-03 14:35:15.322000,,,2023-10-03 14:35:16.908000,,
Nigeria,1976,Female,CAH17-01	Business and management,181,02/10/23 - 08/10/23,0,0.5247216666666666,0,0,0.015000000000000001,0,0,00:32:23,01:23:23,1,1,0,0.005833333333333333,0,0,0,0,0,1,0,0,0,0,,2023-10-06 15:00:23.564000,,,,,
Sri Lanka,2000,Female,CAH17-01	Business and management,182,02/10/23 - 08/10/23,0,1.0475,0,0,0,0,0.15944499999999998,01:12:25,01:23:23,5,7,0,0.050278333333333335,0,0.0027783333333333336,0.6033333333333334,0,0,4,0,2,3,0,,2023-10-03 15:05:32.123000,,2023-10-08 20:09:24,2023-10-03 15:05:34.520000,,
Viet Nam,1997,Female,CAH17-01	Business and management,183,02/10/23 - 08/10/23,0,0.18833333333333335,0,0,0,0,0,00:11:18,01:23:23,2,2,0,0.07055499999999999,0,0,0.07277833333333333,0,0,3,0,0,2,0,,2023-10-03 14:48:39.313000,,,2023-10-03 14:49:03.678000,,
Thailand,2001,Male,CAH17-01	Business and management,184,02/10/23 - 08/10/23,0.13972333333333334,0.91361,0,0,0.2841666666666667,0,0,01:20:15,01:23:23,5,11,0,0.0027783333333333336,0,0.0011116666666666666,1.21611,0,0,6,0,1,5,0,,2023-10-02 21:42:29.256000,,2023-10-02 21:44:22.411000,2023-10-02 21:42:31.696000,,
United Kingdom of Great Britain and Northern Ireland,2001,Male,CAH04-01	Psychology,185,02/10/23 - 08/10/23,0.21,3.4305549999999996,0.0027783333333333336,0,0,0,0,03:38:36,01:23:23,4,10,0,0.006111666666666666,0,0,0.26527833333333334,0,0,18,0,0,10,0,,2023-10-02 15:46:07.646000,,,2023-10-02 15:46:08.776000,,
Iran,1995,Female,CAH10-01	Engineering,186,02/10/23 - 08/10/23,0,1.0708333333333333,0,0,0,0,0,01:04:15,01:23:23,3,3,0,0.11916666666666667,0,0,0.930555,0,0,2,0,0,1,0,,2023-10-03 14:42:22.893000,,,2023-10-03 14:42:30.418000,,
United Kingdom of Great Britain and Northern Ireland,1997,Female,CAH09-01	Mathematical sciences,187,02/10/23 - 08/10/23,0,0.56639,0,0,0,0,0,00:33:59,01:23:23,3,3,0,0.001945,0,0,0.5575,0,0,2,0,0,2,0,,2023-10-03 15:07:23.968000,,,2023-10-03 15:07:29.381000,,
Egypt,1986,Male,CAH10-01	Engineering,188,02/10/23 - 08/10/23,0,3.05889,0,0.08833333333333333,0.24027833333333332,5.022778333333333,3.368611666666667,11:46:44,01:23:23,5,18,0,0.9411116666666666,0,0.013888333333333332,3.3400000000000003,0,0,12,0,4,10,0,,2023-10-03 15:07:17.275000,,2023-10-05 02:15:57.321000,2023-10-03 15:07:23.134000,,
Sri Lanka,1987,Female,CAH10-01	Engineering,189,02/10/23 - 08/10/23,0.008055,0.025,0,0,0,0,0.35666666666666663,00:23:23,01:23:23,4,4,0,0.11666666666666667,0,0,0.16916666666666666,0,0,1,0,0,1,0,,2023-10-08 23:14:59.738000,,,2023-10-08 23:21:59.598000,,
Algeria,1996,Male,,190,02/10/23 - 08/10/23,0,2.4027783333333335,0,0,0,0,0,02:24:10,01:23:23,2,2,0,0.0027783333333333336,0,0,0.0027783333333333336,0,0,2,0,0,2,0,,2023-10-03 14:41:55.954000,,,2023-10-03 14:42:00.195000,,
Sri Lanka,1996,Female,CAH17-01	Business and management,191,02/10/23 - 08/10/23,0,5.390278333333333,0,0,0,0,0,05:23:25,01:23:23,5,10,0,0.008611666666666665,0,0.0013883333333333332,1.9636116666666668,0,0,7,0,2,8,0,,2023-10-03 12:09:54.907000,,2023-10-03 12:11:44.782000,2023-10-03 12:09:57.871000,,
Iran,1988,Male,CAH10-01	Engineering,192,02/10/23 - 08/10/23,0,0.003055,0,0,0,0,0,00:00:11,01:23:23,2,2,0,0.0011116666666666666,0,0,0,0,0,1,0,0,1,0,,2023-10-03 14:52:12.627000,,,2023-10-03 14:52:16.891000,,
Sri Lanka,1996,Female,CAH09-01	Mathematical sciences,193,02/10/23 - 08/10/23,0,0.2622233333333333,0,0,0,0,0,00:15:44,01:23:23,5,8,0,0.014723333333333333,0,0,0.003055,0.003055,0,6,0,0,4,2,,2023-10-03 14:43:20.736000,,,2023-10-03 14:46:08.729000,2023-10-10 16:42:27.278000,
India,1996,Male,CAH17-01	Business and management,194,02/10/23 - 08/10/23,0,0,0,0,0,0,0,00:00:00,01:23:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
India,1997,Male,CAH10-01	Engineering,195,02/10/23 - 08/10/23,0.004445,3.9452783333333334,0.010278333333333334,0,0,0,0.44916666666666666,04:24:33,01:23:23,2,6,0,0.004166666666666667,0,0,4.3430550000000006,0,0,6,0,0,6,0,,2023-10-03 10:13:58.312000,,,2023-10-03 10:14:00.156000,,
Nigeria,1991,Male,CAH11-01	Computing,196,02/10/23 - 08/10/23,0,0.025278333333333333,0,0,0,0,0,00:01:31,01:23:23,2,2,0,0.0016666666666666668,0,0,0,0,0,1,0,0,1,0,,2023-10-03 15:08:44.688000,,,2023-10-03 15:08:50.254000,,
Nigeria,1997,Female,CAH15-02	Economics,197,02/10/23 - 08/10/23,0.013888333333333332,0.5113883333333333,0.005278333333333333,0,0,0,0,00:31:50,01:23:23,3,3,0,0.010278333333333334,0,0.0008333333333333334,0.4875,0,0,5,0,1,2,0,,2023-10-03 14:14:07.259000,,2023-10-03 14:44:03.351000,2023-10-03 14:14:11.578000,,
United Kingdom of Great Britain and Northern Ireland,2000,Female,CAH04-01	Psychology,198,02/10/23 - 08/10/23,3.053888333333333,2.8611099999999996,0,0,0,0.010555,0,05:55:31,01:23:23,4,8,0,2.660555,0,0.045000000000000005,3.135556666666667,0,0,10,0,2,8,0,,2023-10-02 21:59:43.083000,,2023-10-02 23:12:05.492000,2023-10-02 21:59:45.048000,,
Malaysia,2000,Female,CAH17-01	Business and management,199,02/10/23 - 08/10/23,0,0.0033333333333333335,0,0,0,0,0,00:00:12,01:23:23,2,2,0,0.00027833333333333334,0,0,0,0,0,1,0,0,1,0,,2023-10-03 15:01:04.014000,,,2023-10-03 15:01:05.328000,,
United Kingdom of Great Britain and Northern Ireland,2001,Female,CAH15-02	Economics,200,02/10/23 - 08/10/23,0.039445,0.009723333333333332,0,0.0008333333333333334,0,0,0,00:03:00,01:23:23,2,8,0,0.0027766666666666664,0,0,0.036945000000000006,0,0,4,0,0,4,0,,2023-10-02 19:45:59.382000,,,2023-10-02 19:46:01.037000,,
China,2002,Male,CAH11-01	Computing,201,02/10/23 - 08/10/23,0,2.3869433333333334,0.0008333333333333334,0,0,0.008611666666666665,0.16944499999999998,02:33:57,01:23:23,5,11,0,0.09111166666666667,0,0,0.4027783333333333,0,0,6,0,0,6,0,,2023-10-03 14:45:29.822000,,,2023-10-03 14:45:32.913000,,
Iran,1992,Female,CAH10-01	Engineering,202,02/10/23 - 08/10/23,0,1.2311116666666668,0,0,0,0,0,01:13:52,01:23:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Pakistan,1994,Male,CAH10-01	Engineering,203,02/10/23 - 08/10/23,0,0.27472166666666664,0,0,0,0,0,00:16:29,01:23:23,4,4,0,0.0013883333333333332,0,0,0.012221666666666665,0,0,3,0,0,8,0,,2023-10-03 15:04:29.011000,,,2023-10-03 15:04:30.622000,,
India,1999,Male,CAH10-01	Engineering,204,02/10/23 - 08/10/23,0,0,0,0,0,0,0,00:00:00,01:23:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Myanmar,2001,Female,CAH17-01	Business and management,205,02/10/23 - 08/10/23,0,0,0,0,0,0,0,00:00:00,01:23:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Turkey,1999,Female,CAH10-01	Engineering,206,02/10/23 - 08/10/23,0,2.8147216666666663,0.026111666666666665,0,0,0,0,02:50:27,01:23:23,6,7,0,0.005,0,0,0,0,0,1,0,0,1,0,,2023-10-03 14:43:30.951000,,,2023-10-03 14:43:48.631000,,
Nigeria,1994,Male,CAH15-02	Economics,207,02/10/23 - 08/10/23,0,0.016944999999999998,0,0,0,0,0,00:01:01,01:23:23,2,2,0,0.000555,0,0,0,0,0,1,0,0,1,0,,2023-10-03 15:02:17.090000,,,2023-10-03 15:02:19.183000,,
India,1992,Male,CAH19-01	English studies,208,02/10/23 - 08/10/23,0,2.428611666666667,0,0,0,0,0,02:25:43,01:23:23,4,4,0,0.3016666666666667,0,0.0011116666666666666,0.001945,0,0,4,0,1,2,0,,2023-10-03 11:47:50.171000,,2023-10-03 11:48:03.025000,2023-10-03 11:47:55.897000,,
Bangladesh,1996,Female,CAH17-01	Business and management,209,02/10/23 - 08/10/23,0.7594449999999999,2.0847216666666664,0,0,0.013888333333333332,0.0011116666666666666,0.7752783333333333,03:38:04,01:23:23,4,14,0,0.026945,0,0.6672216666666667,2.365556666666667,0,0,10,0,4,8,0,,2023-10-02 22:59:12.332000,,2023-10-02 23:02:02.141000,2023-10-02 22:59:16.144000,,
Sri Lanka,1996,Female,CAH11-01	Computing,210,02/10/23 - 08/10/23,0.02,0.699445,0,0,0,0,0,00:43:10,01:23:23,3,3,0,0.0016666666666666668,0,0.0016666666666666668,0.6286116666666666,0,0,2,0,1,1,0,,2023-10-03 15:06:40.247000,,2023-10-03 15:06:42.334000,2023-10-03 15:07:15.788000,,
Myanmar,1998,Female,CAH11-01	Computing,211,02/10/23 - 08/10/23,2.3466666666666667,1.9597216666666666,0.024444999999999998,0,0,0,0.005555000000000001,04:20:11,01:23:23,4,7,0,0.0047216666666666665,0,0.095555,3.3419450000000004,0,0,4,0,5,3,0,,2023-10-02 22:53:45.622000,,2023-10-03 00:37:55.125000,2023-10-02 22:53:48.748000,,
United States of America,2001,Male,CAH11-01	Computing,212,02/10/23 - 08/10/23,0,0.0027783333333333336,0,0,0,0,0,00:00:10,01:23:23,2,2,0,0.0008333333333333334,0,0,0,0,0,1,0,0,1,0,,2023-10-03 14:20:54.595000,,,2023-10-03 14:20:57.278000,,
